Age,Attrition,DistanceFromHome,YearsAtCompany,EnvironmentSatisfaction,JobSatisfaction,MaritalStatus,MonthlyIncome,WorkLifeBalance,NumCompaniesWorked,OverTime
43,No,2,9,2,4,Single,3539,3,0,No
34,No,3,2,4,4,Single,6029,3,5,No
21,Yes,7,1,2,2,Single,2679,3,1,No
38,No,6,5,4,3,Married,3702,3,1,No
22,Yes,8,1,3,1,Married,2398,3,1,Yes
31,No,29,12,1,4,Married,5468,3,1,No
51,No,3,2,1,3,Married,13116,3,2,No
37,No,9,5,2,2,Married,4189,3,1,No
46,No,2,2,3,4,Divorced,19328,3,7,Yes
36,No,10,12,4,1,Married,8321,3,7,Yes
44,Yes,1,5,3,2,Divorced,2342,2,1,Yes
37,No,8,10,3,2,Divorced,4071,2,2,No
35,Yes,27,10,3,4,Single,5813,3,1,Yes
33,No,8,10,4,1,Married,3143,3,6,No
28,No,1,5,3,4,Married,2044,4,1,No
39,No,10,4,3,3,Single,13464,3,7,No
46,No,26,2,2,2,Single,7991,3,8,No
40,No,2,4,3,1,Married,3377,2,4,No
42,No,13,0,2,1,Married,5538,2,5,No
35,No,2,7,2,4,Divorced,5762,3,2,No
38,No,2,11,1,2,Divorced,2592,3,5,No
34,Yes,9,7,4,1,Married,5346,2,4,No
37,Yes,10,10,4,1,Single,4213,1,1,No
39,No,20,2,3,4,Divorced,4127,3,2,No
43,No,9,3,1,3,Single,2438,2,4,No
41,No,5,3,2,2,Single,6870,1,3,No
41,No,4,22,3,3,Divorced,10447,4,0,Yes
30,No,10,7,1,3,Single,9667,3,9,No
26,Yes,20,5,4,2,Married,2148,3,0,Yes
46,Yes,21,9,4,2,Married,8926,4,4,No
40,No,1,5,3,4,Divorced,6513,3,4,No
34,No,8,10,2,3,Married,6799,3,1,No
58,No,2,16,2,2,Divorced,16291,2,4,No
35,No,23,5,2,3,Married,2705,4,0,No
47,No,4,22,3,2,Divorced,10333,3,8,Yes
40,No,12,7,2,1,Divorced,4448,3,2,No
54,No,7,7,4,4,Married,6854,2,4,No
31,No,7,3,1,1,Married,9637,3,2,No
28,No,1,3,3,1,Married,3591,3,1,No
38,No,2,4,2,4,Married,5405,2,2,Yes
26,No,10,5,3,4,Single,4684,3,1,No
58,No,15,2,1,3,Married,15787,3,2,Yes
18,No,14,0,2,3,Single,1514,1,1,No
31,Yes,18,1,4,1,Married,2956,3,0,No
29,Yes,13,2,1,1,Divorced,2335,3,4,Yes
45,No,2,8,3,3,Married,5154,4,4,No
36,No,2,1,4,2,Married,6962,3,4,Yes
43,No,2,7,1,4,Married,5675,3,1,No
27,No,5,5,4,4,Single,2379,2,0,Yes
29,No,20,11,4,4,Married,3812,4,1,No
32,No,10,0,4,4,Single,4648,4,8,No
42,No,10,6,3,3,Married,2936,2,3,No
47,No,9,2,2,3,Single,2105,3,4,No
46,No,2,9,4,4,Divorced,8578,2,3,No
28,No,1,3,3,4,Divorced,2706,3,1,No
29,No,29,7,4,3,Divorced,6384,3,8,No
42,No,8,0,4,3,Single,3968,3,4,No
32,Yes,2,2,3,2,Single,9907,2,7,Yes
46,No,3,19,1,1,Divorced,13225,3,2,No
27,No,23,9,2,3,Married,3540,3,1,No
29,No,6,1,4,2,Married,2804,3,1,No
43,No,6,16,1,3,Married,19392,3,7,No
48,No,10,22,4,2,Married,19665,3,4,No
29,Yes,24,1,4,4,Single,2439,2,1,Yes
46,Yes,10,8,3,2,Married,7314,3,5,No
27,No,15,7,4,1,Married,4774,2,0,No
39,No,19,2,4,4,Divorced,3902,3,8,No
55,No,2,5,2,4,Married,2662,4,8,No
28,No,3,1,2,2,Married,2856,3,1,No
30,Yes,9,1,2,4,Single,1081,2,1,No
22,Yes,7,1,4,2,Single,2472,3,1,Yes
36,No,10,10,2,3,Married,5673,3,1,Yes
31,No,20,10,2,3,Divorced,4197,3,1,No
34,No,4,5,3,4,Married,9713,3,2,Yes
29,No,7,3,4,1,Single,2062,3,3,No
37,No,7,5,4,1,Married,4284,3,5,Yes
35,No,16,3,4,2,Married,4788,3,0,Yes
45,No,25,9,2,4,Married,5906,2,0,No
36,No,2,10,2,4,Single,3886,2,1,No
40,No,1,19,1,1,Divorced,16823,3,2,No
26,No,1,1,2,3,Married,2933,2,1,Yes
27,No,2,8,1,3,Single,6500,2,0,No
48,No,22,22,4,4,Divorced,17174,3,3,No
44,No,1,2,2,1,Married,5033,3,2,No
34,Yes,16,5,4,1,Married,2307,3,1,Yes
56,Yes,24,4,1,4,Single,2587,3,1,No
36,No,17,4,3,2,Married,5507,1,2,No
41,No,8,5,3,2,Married,4393,3,5,No
42,No,6,13,3,1,Married,13348,4,9,No
31,No,10,5,3,4,Divorced,6583,3,2,Yes
34,No,3,4,4,4,Married,8103,2,3,Yes
31,No,4,2,1,3,Divorced,3978,2,8,No
26,No,6,7,3,4,Married,2544,3,0,No
45,No,1,4,2,3,Single,5399,3,4,No
33,No,10,10,2,3,Single,5487,2,1,No
28,No,1,7,3,4,Married,6834,3,1,Yes
29,Yes,24,1,3,1,Single,1091,3,1,No
39,No,21,3,1,3,Married,5736,3,6,No
27,No,2,5,2,2,Married,2226,2,1,No
34,No,22,15,3,4,Married,5747,3,1,Yes
28,Yes,13,2,4,3,Single,9854,3,3,Yes
47,No,14,8,3,2,Married,5467,4,8,No
56,No,11,0,4,1,Married,5380,3,4,No
39,No,9,10,1,1,Married,5151,3,1,No
38,No,8,20,4,2,Divorced,2133,3,1,Yes
58,No,21,1,4,4,Married,17875,2,4,Yes
32,Yes,5,4,1,3,Single,2432,3,3,Yes
38,No,9,5,2,4,Divorced,4771,4,2,No
49,No,2,5,2,4,Married,19161,3,3,No
42,No,12,0,2,4,Divorced,5087,3,3,Yes
27,Yes,22,1,1,2,Married,2863,3,1,No
35,No,18,5,2,1,Married,5561,1,0,No
28,No,16,5,3,3,Single,2144,2,1,No
31,No,3,4,3,1,Divorced,3065,4,1,Yes
36,No,9,5,1,2,Married,2810,3,1,No
34,No,1,14,1,4,Single,9888,2,1,No
34,No,13,8,4,3,Divorced,8628,2,1,No
26,No,1,7,3,1,Single,2867,2,0,No
29,No,1,5,1,1,Married,5373,2,0,No
32,No,15,5,3,4,Divorced,6667,3,5,No
31,No,1,10,4,1,Married,5003,3,1,No
28,Yes,17,4,3,4,Divorced,2367,2,5,No
38,No,1,1,1,1,Single,2858,2,4,No
35,No,7,10,3,4,Married,5204,3,1,Yes
27,No,9,7,4,4,Single,4105,3,1,No
32,No,5,1,4,4,Single,9679,3,8,No
31,Yes,26,10,1,4,Married,5617,3,1,Yes
53,Yes,24,2,1,1,Single,10448,2,6,Yes
54,No,9,4,1,3,Married,2897,2,3,No
33,No,7,9,4,3,Divorced,5968,3,1,No
43,No,11,10,1,3,Married,7510,3,1,No
38,No,1,6,4,2,Married,2991,3,0,Yes
55,No,26,10,3,2,Married,19636,3,4,Yes
31,No,2,1,4,4,Divorced,1129,3,1,Yes
39,No,15,20,2,1,Single,13341,3,0,No
42,No,23,20,4,3,Single,4332,3,1,No
31,No,10,11,3,3,Married,11031,4,4,No
54,No,10,5,3,1,Single,4440,3,6,Yes
24,No,1,4,2,3,Single,4617,2,1,No
23,No,12,5,4,4,Single,2647,4,1,No
40,No,11,10,4,3,Married,6323,4,1,No
40,No,2,11,2,2,Married,5677,3,3,No
25,No,2,2,3,2,Married,2187,3,4,No
30,No,1,12,4,2,Married,3748,2,1,No
25,No,2,2,4,3,Divorced,3977,2,6,Yes
47,No,25,17,1,3,Single,8633,3,2,No
33,No,1,1,2,3,Divorced,2008,2,1,No
38,No,1,15,4,2,Married,4440,3,0,No
31,No,2,2,1,3,Married,3067,3,0,No
38,No,6,8,1,3,Married,5321,3,2,No
42,No,18,4,4,1,Divorced,5410,2,6,Yes
41,No,1,5,4,4,Married,2782,3,3,No
47,No,1,13,3,2,Married,11957,1,0,No
35,No,11,2,4,3,Married,2660,3,7,Yes
22,No,1,3,4,3,Single,3375,4,0,No
35,No,9,10,2,3,Single,5098,3,1,No
33,No,15,9,2,4,Married,4878,3,0,Yes
32,No,29,6,3,2,Single,2837,3,1,No
40,No,1,1,1,4,Married,2406,2,8,No
32,No,1,2,2,2,Married,2269,3,0,No
39,No,24,7,1,4,Single,4108,3,7,No
38,No,10,18,2,3,Married,13206,3,3,No
32,No,1,14,3,4,Married,10422,3,1,No
37,No,10,16,3,4,Married,13744,3,1,Yes
25,No,8,5,1,3,Divorced,4907,2,0,Yes
52,No,29,9,1,4,Divorced,3482,2,2,No
44,No,1,4,2,4,Single,2436,3,6,Yes
21,No,5,2,3,1,Single,2380,3,1,Yes
39,No,9,6,4,4,Single,19431,2,2,No
23,Yes,9,1,4,1,Married,1790,2,1,No
36,No,3,9,1,4,Married,7644,3,0,No
36,No,4,4,4,2,Divorced,5131,3,7,No
56,No,1,13,3,3,Divorced,6306,2,1,No
29,Yes,1,2,1,4,Married,4787,4,9,Yes
42,No,2,22,1,3,Married,18880,2,5,No
56,Yes,7,10,4,3,Married,2339,1,8,No
41,No,28,20,1,2,Married,13570,3,0,No
34,No,28,8,4,3,Married,6712,3,1,No
36,No,15,15,4,4,Divorced,5406,2,1,No
41,No,3,5,3,2,Divorced,8938,3,2,No
32,No,2,4,4,1,Single,2439,3,1,No
35,No,26,9,3,4,Single,8837,3,1,Yes
38,No,10,10,1,4,Married,5343,3,1,No
50,Yes,1,6,2,3,Divorced,6728,3,7,No
36,No,11,6,2,4,Married,6652,2,4,No
45,No,20,5,4,3,Single,4850,3,8,No
40,No,2,2,3,3,Single,2809,3,2,No
35,No,18,10,3,3,Married,5689,4,1,Yes
40,No,2,5,3,3,Married,2001,3,2,No
35,No,1,4,3,4,Married,2977,3,1,No
29,No,13,4,4,2,Married,4025,3,4,Yes
29,No,28,5,4,1,Single,3785,1,1,No
50,Yes,28,3,4,1,Divorced,10854,3,4,Yes
39,No,24,20,2,4,Married,12031,2,0,No
31,No,5,9,2,1,Single,9936,3,0,No
26,No,5,4,4,3,Single,2966,3,0,No
36,No,23,5,3,4,Married,2571,3,4,No
39,No,6,7,4,1,Married,9991,3,4,No
27,No,4,6,2,2,Married,6142,3,1,Yes
49,No,2,9,4,2,Married,5390,2,2,No
34,No,8,4,2,3,Married,4404,4,2,No
